"Wines & Winemakers Winery, Portugal",,,,
,,,49,
,,,49,
,,,48,
,,,48,
,,,48,
,,,48,
,,,48,
,,,48,
,,,48,
,,,48,
,,,48,
,,,48,
,,,48,
,,,48,
,,,48,
,,,48,
,,,48,
,,,48,
,,,48,
,,,48,
,,,48,
,,,48,
,,,48,
,,,48,
,,,48,
,,,47,
,,,47,
,,,47,
,,,47,
,,,47,
,,,47,
,,,47,
,,,47,
,,,47,
,,,47,
,,,47,
,,,47,
,,,47,
,,,47,
,,,46,
,,,46,
,,,46,
,,,46,
,,,46,
,,,46,
,,,46,
,,,46,
,,,46,
,,,46,
,,,46,
,,,46,
,,,46,
,,,46,
,,,46,
,,,46,
,,,46,
,,,45,
,,,45,
,,,45,
,,,45,
,,,45,
,,,45,
,,,45,
,,,45,
,,,45,
,,,45,
,,,45,
,,,45,
,,,45,
,,,45,
,,,45,
,,,45,
,,,45,
,,,44,
,,,44,
,,,44,
,,,44,
,,,44,
,,,44,
,,,44,
,,,44,
,,,44,
,,,44,
,,,44,
,,,44,
,,,44,
,,,44,
,,,43,
,,,43,
,,,43,
,,,43,
,,,43,
,,,43,
,,,43,
,,,43,
,,,43,
,,,43,
,,,43,
,,,43,
,,,43,
,,,43,
,,,43,
,,,43,
,,,43,
,,,43,
,,,43,
,,,43,
,,,43,
,,,43,
,,,43,
,,,43,
,,,43,
,,,43,
,,,42,
,,,42,
,,,42,
,,,42,
,,,42,
,,,42,
,,,42,
,,,42,
,,,42,
,,,42,
,,,42,
,,,42,
,,,42,
,,,42,
,,,42,
,,,42,
,,,42,
,,,41,
,,,41,
,,,41,
,,,41,
,,,41,
,,,41,
,,,41,
,,,41,
,,,41,
,,,41,
,,,41,
,,,41,
,,,41,
,,,41,
,,,41,
,,,41,
,,,41,
,,,41,
,,,41,
,,,41,
,,,41,
,,,41,
,,,41,
,,,41,
,,,41,
,,,40,
,,,40,
,,,40,
,,,40,
,,,40,
,,,40,
,,,40,
,,,40,
,,,40,
,,,40,
,,,40,
,,,40,
,,,40,
,,,40,
,,,40,
,,,40,
,,,40,
,,,40,
,,,40,
,,,40,
,,,40,
,,,40,
,,,,31022
