"Sant Rafel Winery, Spain","Cami Vell de Sant Mateo, 58, 07840 Santa Eulalia del Río, Illes Balears, Spain","[38.987582, 1.4046131]"
"Manifesto! Winery, US",,
"Quattrocchi Winery, Argentina","Ruta provincial 34, 5533 lavalle, Mendoza, Argentina","[-32.743112, -68.50013]"
"Black Cordon Winery, US","4155 Dry Creek Rd, Napa, CA 94558, USA","[38.347513, -122.358854]"
"Quarles Harris Winery, Portugal",Portugal,"[39.39987199999999, -8.224454]"
"Site Winery, US","North, 778 US-51, Pana, IL 62557, United States","[39.46078, -89.04137399999999]"
"Bodegas Carchelo Winery, Spain","Casas de la Hoya S/N, Apartado de correo 36, 30520 Jumilla, Spain","[38.453454, -1.219224]"
"ChÃ¢teau l'Afrique Winery, France","Quartier Afrique, 83390 Cuers, France","[43.233083, 6.089849000000001]"
"Clos SolÃ¨ne Winery, US","1732 US-281, St Paul, NE 68873, USA","[41.2810512, -98.4496532]"
"Finca Valpiedra Winery, Spain","Término el Montecillo S/N , 26360, Fuenmayor, La Rioja, Spain","[42.4955442, -2.6081773]"
"J. Rochioli Winery, US","6192 Westside Rd, Healdsburg, CA 95448, USA","[38.5335045, -122.8672302]"
"Kimmel Winery, US","12300 Hawn Creek Rd, Potter Valley, CA 95469, USA","[39.324851, -123.14057]"
"Umberto Cesari Winery, Italy","Via Stanzano, 2160, 40024 Castel San Pietro Terme BO, Italy","[44.4035972, 11.5544118]"
"Terre de la Custodia Winery, Italy","06035 Gualdo Cattaneo PG, Italy","[42.8911666, 12.5714257]"
"Alma Negra Winery, Argentina",Argentina,"[-38.416097, -63.61667199999999]"
"ChÃ¢teau Mirambeau Papin Winery, France","1 Avenue des Comtes Duchatel, 17150 Mirambeau, France","[45.37520440000001, -0.5663950999999999]"
"VIgnobles Ducourt Winery, France","Le Hourc, 33760 Ladaux, France","[44.704201, -0.2474417]"
"Reginato Winery, Argentina","San F del Monte 740, Dorrego, Mendoza, Argentina","[-32.925196, -68.81395049999999]"
"La Battagliola Winery, Italy","Via Muzzacorona, 118, 41013 Piumazzo MO, Italy","[44.5458205, 11.0632504]"
"Blanco Nieva Winery, Spain","Camino Real, s/n, 40447 Nieva, Segovia, Spain","[41.079868, -4.421330999999999]"
"Ginestet Winery, France","Le Lac, 24130 Ginestet, France","[44.90303, 0.44254]"
"SchÃ¤fer Winery, Germany",Germany,"[51.165691, 10.451526]"
"Signaterra Benziger Winery, US","1883 London Ranch Rd, Glen Ellen, CA 95442, USA","[38.3608081, -122.5427163]"
"Domaine Jean Petitot et Fils Winery, France","26 Place de la Mairie, 21700 Corgoloin, France","[47.083388, 4.9151113]"
"Domaine Perraud Winery, France","Chemin de Nancelle, 71960 La Roche-Vineuse, France","[46.3542521, 4.7655371]"
"Chateau Chantal Winery, US","15900 Rue Devin, Traverse City, MI 49686, USA","[44.9195025, -85.5020069]"
"Robert Klingenfus Winery, France","60 Rue de Saverne, 67120 Molsheim, France","[48.548709, 7.492589000000001]"
"Shenandoah Vineyards, US","3659 S Ox Rd, Edinburg, VA 22824, USA","[38.8466884, -78.5577001]"
"ValmiÃ±or Winery, Spain","Unnamed Rd,, 26007 Logroño, La Rioja, Spain","[42.47136039999999, -2.4793212]"
"Vignobles de Balma Venitia Winery, France","228 Route de Carpentras, 84190 Beaumes-de-Venise, France","[44.1199319, 5.0140156]"
"ViÃ±a Maipu Winery, Argentina","Carril Perito Moreno 631, Coquimbito, 5513 Maipú, Mendoza, Argentina","[-33.002401, -68.750081]"
"Bluenose Winery, US","420 Hudson St # B, Healdsburg, CA 95448, USA","[38.6061364, -122.8625654]"
"Campos de Luz Winery, Spain","Avinguda Diagonal, 590, 08021 Barcelona, Spain","[41.3934538, 2.1463875]"
"Avide Winery, Italy","Strada Provinciale Comiso - Chiaramonte, 169, 97013 Comiso RG, Italy","[36.9700553, 14.6143055]"
"Bonpas Winery, France","Chemin de Reveillac, 84510 Caumont-sur-Durance, France","[43.8890513, 4.9257482]"
"Cesca Vicent Winery, Spain","Crta Vilella (T-710 Km 9.5), 43737 Gratallops, Tarragona, Spain","[41.1930663, 0.7749602000000001]"
"Clavo Cellars Winery, US","315 S Main St, Templeton, CA 93465, USA","[35.5500337, -120.7044061]"
"Et Fille Winery, US","718 E 1st St, Newberg, OR 97132, USA","[45.30014, -122.9718513]"
"Manolesaki Winery, Greece",Greece,"[39.074208, 21.824312]"
"SeÃ±orio de Valdiestro Winery, Spain","20810 Orio, Gipuzkoa, Spain","[43.279531, -2.1290671]"
"Perticaia Winery, Italy","Località Casale, 1, 06036 Montefalco PG, Italy","[42.881894, 12.610991]"
"Domaine Sainte LÃ©ocadie Winery, France","Chemin de la Combe, 34210 Aigne, France","[43.329499, 2.79757]"
"ChÃ¢teau la Rayre Winery, France","24560 Colombier, France","[44.77516600000001, 0.5071909]"
"I'M Winery, US","10501 US-36, Easton, MO 64443, USA","[39.7478374, -94.67160489999999]"
"Nuthatch Cellars Winery, US","8792 NW Chaparral Dr, Corvallis, OR 97330, USA","[44.583129, -123.354058]"
"Oakville East Winery, US","7730 Silverado Trail, Napa, CA 94558, USA","[38.45779900000001, -122.363299]"
"Quintarelli Winery, Italy","Via Cerè, 1, 37024 Negrar VR, Italy","[45.519197, 10.946513]"
"Domaine Drouhin-Laroze Winery, France","20 Rue Gaizot, 21220 Gevrey-Chambertin, France","[47.2255123, 4.9699746]"
"Prinz von Hessen Winery, Germany","Grund 1, 65366 Geisenheim, Germany","[49.99534, 7.98138]"
"Rio Alto Winery, Chile",Chile,"[-35.675147, -71.542969]"
"David Hill Winery, US","46350 NW David Hill Rd, Forest Grove, OR 97116, USA","[45.54759300000001, -123.157251]"
"Alphart Winery, Austria","Wr. Str. 46, 2514 Traiskirchen, Austria","[48.019899, 16.297047]"
"Casale Daviddi Winery, Italy","Via di Nottola, 9, 53045 Montepulciano Stazione SI, Italy","[43.13623010000001, 11.8499405]"
"Davis Estates Winery, US","4060 Silverado Trail N, Calistoga, CA 94515, USA","[38.5693695, -122.5158425]"
"Michael FrÃ¶hlich Winery, Germany","4580 CA-12, Lodi, CA 95242, USA","[38.1157607, -121.3721358]"
"Nittardi Winery, Italy","Località Nittardi, 53011 Castellina in Chianti SI, Italy","[43.514945, 11.266608]"
"29 & Oak Wines, US","N5873 US Hwy 12 And 16, New Lisbon, WI 53950, USA","[43.8525745, -90.1367381]"
"Board Track Racer Winery, US","19501 144th Ave NE F-900, Woodinville, WA 98072, USA","[47.7693244, -122.150587]"
"Allimant-Laugner Winery, France","10 Grand Rue, 67600 Orschwiller, France","[48.2416292, 7.381201000000001]"
"ChÃ¢teau Lamothe de Haux Winery, France","295 Chemin de l'Église, 33550 Haux, France","[44.7338193, -0.3780356]"
"ChÃ¢teau Roc de Minvielle Winery, France","3 Au Roc, 33710 Bourg, France","[45.0406228, -0.5648738999999999]"
"Lo Domeni Winery, France","159 Route des Vignes Vieilles, 46140 Caillac, France","[44.48700669999999, 1.3588433]"
"Dauny PÃ¨re et Fils Winery, France","Pennsylvania, USA","[41.2033216, -77.1945247]"
"Paringa Winery, Australia","44 Paringa Road, Red Hill South VIC 3937, Australia","[-38.387429, 145.037085]"
"Pumphouse Winery, US","575 Herrons Ferry Road, Rock Hill, SC 29730, USA","[34.9848924, -80.97371319999999]"
"Sibling Rivalry Winery, Australia",Australia,"[-25.274398, 133.775136]"
"Sequin Winery, US","8500 US-290, Hye, TX 78635, USA","[30.2461324, -98.5409332]"
"Playtime Winery, US","13888 Point Lakeview Rd, Lower Lake, CA 95457, USA","[38.9145445, -122.649436]"
"Stella Bella Winery, Australia","205 Rosa Brook Rd, Margaret River WA 6285, Australia","[-33.9699085, 115.1043328]"
"Josef Ehmoser Winery, Austria","Tiefenthal 9, 3701 Großweikersdorf, Austria","[48.4379059, 15.9990993]"
"Machherndl Winery, Austria","Hauptstraße 1, 3610 Wösendorf in der Wachau, Austria","[48.38108320000001, 15.4557333]"
"Ray's Station Vineyards, US","Gilbert, AZ 85233, USA","[33.320994, -111.803178]"
"Azienda Agricola Cogno Winery, Italy","Località Ravera, 2, 12060 Novello CN, Italy","[44.594701, 7.9381747]"
"Townshend Winery, US","8022 E Greenbluff Rd, Colbert, WA 99005, USA","[47.821993, -117.297129]"
"Principiano Ferdinando Winery, Italy","Via Alba, 47, 12065 Monforte d'Alba CN, Italy","[44.5872682, 7.9671791]"
"Bodega Renacer Winery, Chile","Brandsen 1863, 5507 Luján de Cuyo, Mendoza, Argentina","[-33.0638541, -68.9059425]"
"Charles de Cazanove Winery, France","8 Place de la République, 51100 Reims, France","[49.2615095, 4.0287896]"
"J. de Telmont Winery, France","1 Avenue de Champagne, 51480 Damery, France","[49.071026, 3.883795]"
"La Giaretta Winery, Italy","Via del Platano, 12, 37020 Valgatara VR, Italy","[45.5344364, 10.9141993]"
"M. Cosentino Winery, US","7415 St Helena Hwy, Yountville, CA 94599, USA","[38.4192616, -122.3888225]"
"Seven of Hearts Winery, US","217 W Main St, Carlton, OR 97111, USA","[45.2943904, -123.1779395]"
"Tommaso Bussola Winery, Italy","Via Mulino Turri, 30, 37024 Negrar VR, Italy","[45.5321024, 10.9544491]"
"Seacampo Winery, Portugal","6290-631 Vila Nova de Tazem, Portugal","[40.5025909, -7.7017427]"
"Tempus Cellars Winery, US","760 760 C St, Walla Walla, WA 99362, USA","[46.09191819999999, -118.2715797]"
"Tenshen Winery, US","2900 Grand Ave, Los Olivos, CA 93441, USA","[34.665687, -120.114703]"
"Koenig Winery, France","21452 Hoskins Rd, Caldwell, ID 83607, USA","[43.6046314, -116.8217338]"
"ChÃ¢teau la Pointe Winery, France","18 Chemin de Gardelle, 33500 Libourne, France","[44.9260432, -0.2164427]"
"L'Ostal Cazes Winery, France","Tuilerie Saint Joseph, 34210 La Livinière, France","[43.3037306, 2.6425971]"
"Glen Carlou Winery, South Africa","R45, Paarl, 7625, South Africa","[-33.8121313, 18.9033343]"
"ChÃ¢teau des Karantes Winery, France","Karantes Le Haut, 11100 Narbonne, France","[43.17357610000001, 3.1612202]"
"ChÃ¢teau Haut-BeausÃ©jour Winery, France","Château de Haute-Serre, 46230 Cieurac, France","[44.3899068, 1.490631]"
"Chateau Rollat Winery, US","43 E Main St, Walla Walla, WA 99362, USA","[46.0676486, -118.3379727]"
"Dr. Wagner Winery, Germany","9322 NY-414, Lodi, NY 14860, USA","[42.5718516, -76.8593429]"
"J Wilkes Winery, US","2717 Aviation Way #201, Santa Maria, CA 93455, USA","[34.9102496, -120.4501569]"
"ChÃ¢teau de la Chaize Winery, France","69460 Odenas, France","[46.089248, 4.6339611]"
"Daniel Belda Winery, Spain","46635 Fontanars dels Alforins, València, Spain","[38.7506111, -0.8409131999999999]"
"Angosto Winery, Spain","MARTÍNEZ VALLS, NÚM. 41, Carrer del Músic Vert, 46870 Ontinyent, Valencia, Spain","[38.8214471, -0.6439963]"
"Rivino Winery, US","4101 Cox Schrader Rd, Ukiah, CA 95482, USA","[39.0961293, -123.1881763]"
"Rocky Hill Winery, US","Rocky Lane, New Vineyard, ME 04956, USA","[44.8072471, -70.13788]"
"Casa S.M. de Tourais Winery, Portugal","Tourais, 6270, Portugal","[40.471363, -7.751032899999999]"
"Hayes Valley Winery, US","1345 Howard St, San Francisco, CA 94103, USA","[37.774315, -122.4137996]"
"Le Bertille Winery, Italy","Via delle Colombelle, 7, 53045 Montepulciano SI, Italy","[43.1007723, 11.7666485]"
"Domaine des Terres DorÃ©es Winery, France","Unnamed Road, 13210 Saint-Rémy-de-Provence, France","[43.7757699, 4.9151166]"
"Vignerons des Pierres DorÃ©es Winery, France","Le Bady, 69620 Saint-Vérand, France","[45.9192025, 4.522789]"
"4 Cellars Winery, US","10354 E, 5761, US-290, Fredericksburg, TX 78624, United States","[30.224014, -98.72642499999999]"
"Boutinot Winery, France","340 Chemin de la Pauline, 84290 Cairanne, France","[44.239993, 4.944585]"
"Rabble Winery, US","3090 Anderson Rd, Paso Robles, CA 93446, USA","[35.5761256, -120.7327191]"
"Raphael Sallet Winery, France","Route de Chardonnay, 71700 Uchizy, France","[46.503517, 4.88144]"
"Tenuta San Mauro Winery, Italy","Località San Mauro 2, 14054 Castagnole delle Lanze AT, Italy","[44.763349, 8.133586]"
"Les Collines du Bourdic Winery, France","8km d'Uzès dir. Anduze, Avenue de l'école, 30190 Bourdic, France","[43.986258, 4.334123]"
"Citation Winery, US",United States,"[37.09024, -95.712891]"
"Falesco Winery, Italy","Loc. San Pietro, 05020 Montecchio TR, Italy","[42.65229799999999, 12.244338]"
"Filus Winery, Argentina","Franklin Villanueva 3181, Mendoza, Argentina","[-33.0522315, -68.8178504]"
"La Carraia Winery, Italy","Località Tordimonte, 56, 05018 Orvieto TR, Italy","[42.6898992, 12.1979728]"
"La Zerba Winery, Italy","Località Zerba, 1, 15060 Tassarolo AL, Italy","[44.728889, 8.7533427]"
"Leopard's Leap Winery, South Africa","Leopard’s Leap Family Vineyards, R45 Main Rd, Franschhoek, 7690, South Africa","[-33.885789, 19.080269]"
"Cantarutti Winery, Italy","Via Ronchi, 9, 33048 San Giovanni Al Natisone UD, Italy","[45.9936313, 13.4124702]"
"Cantine Lunae Bosoni Winery, Italy","Via Palvotrisia, 2, 19030 Colombiera-molicciara SP, Italy","[44.0779288, 10.0140274]"
"Josef Weger Winery, Italy","17, Trentino, Via Casa di Gesù, 39057 Cornaiano BZ, Italy","[46.46281, 11.2832981]"
"Martinelli Winery, US","3360 River Rd, Windsor, CA 95492, USA","[38.4874731, -122.8071272]"
"Tenuta CÃ  Bolani Winery, Italy","Ca' Bolani, Via Ca' Bolani , 7 (Località Ca' Bolani, lungo S.S. 14 ), 33052 Cervignano del Friuli UD, Italy","[45.8260183, 13.3117544]"
"Dr. NÃ¤gler Winery, Germany","255 Winter Mountain Dr, Andreas, PA 18211, USA","[40.756421, -75.814402]"
"Alexandre Monmousseau Winery, France","71 Rue de Vierzon, 41400 Montrichard, France","[47.3446022, 1.1954266]"
"Schmitz 24 Brix Winery, US","17585 CA-49, Plymouth, CA 95669, USA","[38.4641964, -120.8571033]"
"Valley View Winery, US","Valley View, Escondido, CA 92029, USA","[33.0980133, -117.1141552]"
"ChÃ¢teau Bel-Air Winery, France","33570 Puisseguin, France","[44.92932099999999, -0.074093]"
"Ruca Malen Winery, Argentina","Ruta Nacional 7 Km. 1059, 55009 Luján de Cuyo, Mendoza, Argentina","[-33.0943589, -68.9290256]"
"Magness Winery, US","22350 Magness Rd NW, Salem, OR 97304, USA","[45.099497, -123.049413]"
"Sivas-Sonoma Winery, US","389 4th St E, Sonoma, CA 95476, USA","[38.293227, -122.449288]"
"Andriano Winery, Italy","Via della Chiesa, 2, 39010 Andriano BZ, Italy","[46.5193618, 11.2333247]"
"Casal PaÃ§o Padreiro Winery, Portugal","4970-500 Salvador de Padreiro, Portugal","[41.807222, -8.483056]"
"Domaine Luc et Lise Pavelot Winery, France","6 Rue du Paulant, 21420 Pernand-Vergelesses, France","[47.0791343, 4.852266699999999]"
"ChÃ¢teau de Vaudieu Winery, France","Route de Courthézon, 84230 Châteauneuf-du-Pape, France","[44.0697824, 4.845729]"
"Domaine de la Janasse Winery, France","27 Chemin du Moulin, 84350 Courthézon, France","[44.0808234, 4.8815313]"
"Domaine des Croix Winery, France","2 Rue Colbert, 21200 Beaune, France","[47.024422, 4.844330999999999]"
"Domaine Nicolas Rossignol Winery, France","27 Rue de Mont, 21190 Volnay, France","[47.0037391, 4.7781571]"
"Domaine Marc Roy Winery, France","8 Avenue de la Gare, 21220 Gevrey-Chambertin, France","[47.2290929, 4.9817776]"
"ChÃ¢teau Talbot Winery, France","33250 Saint-Julien-Beychevelle, France","[45.1595956, -0.7571814]"
"Quinta de SÃ£o JosÃ© Winery, Portugal","Caminho do Rio 33, Vila Jusã, 5040-428 Mesão Frio, Portugal","[41.144834, -7.88639]"
"Saffron Fields Vineyard, US","18748 NE Laughlin Rd, Yamhill, OR 97148, USA","[45.35043599999999, -123.1361301]"
"Alpha Crucis Winery, Australia","30 Cowper St, Parramatta NSW 2150, Australia","[-33.8205195, 151.0069088]"
"Glaetzer Winery, Australia","Gomersal Rd, Tanunda SA 5232, Australia","[-34.5403141, 138.9222331]"
"Kevin White Winery, US","18808 142nd Ave NE #5a, Woodinville, WA 98072, USA","[47.7639145, -122.1493485]"
"Lioco Winery, US","1160 Hopper Ave, Santa Rosa, CA 95403, USA","[38.4788046, -122.7408591]"
"Maragas Winery, US","15523 US-97, Culver, OR 97734, USA","[44.412201, -121.1986759]"
"Elderton Winery, Australia","3-5 Tanunda Rd, Nuriootpa SA 5355, Australia","[-34.4769766, 139.0016916]"
"GrÃ¿phus Winery, Chile","Camino Isla de Yáquil s/N, Palmilla, Región del Libertador Gral. Bernardo O’Higgins, Chile","[-34.563792, -71.401691]"
"Balderdash Winery, US","81 State Rd, Richmond, MA 01254, USA","[42.417734, -73.335343]"
"Domaine le Roc Winery, France","1605C Route de Toulouse, 31620 Fronton, France","[43.8252481, 1.3991315]"
"ViÃ±a EguÃ­a Winery, Spain","3700 Mill Rd, Paso Robles, CA 93446, USA","[35.6462671, -120.6305511]"
"Methven Family Vineyards, US","11400 SE Westland Ln, Dayton, OR 97114, USA","[45.137959, -123.124441]"
"Vigneti Fantinel Winery, Italy","Via Tesis, 8, 33097 Tauriano PN, Italy","[46.1065652, 12.8367949]"
"Zorzettig Winery, Italy","Via, Strada di Sant' Anna, 37, 33043 Spessa UD, Italy","[46.049556, 13.459024]"
"Cantina San Martino Winery, Italy","Via Brigata Mazzini, 64, 31010 Farra di Soligo TV, Italy","[45.894004, 12.091282]"
"Bodega del Sur Winery, US","457 S Algiers St, Murphys, CA 95247, USA","[38.1371936, -120.4646172]"
"Bray Winery, US","10590 Shenandoah Rd, Plymouth, CA 95669, USA","[38.5027527, -120.8239965]"
"ChÃ¢teau de L'Aumerade Winery, France","Route de Puget ville, Château de l'Aumérade, 83390 Pierrefeu-du-Var, France","[43.256875, 6.145012]"
"ChÃ¢teau Trimoulet Winery, France","Trimoulet, 33330 Saint-Émilion, France","[44.913033, -0.143401]"
"Venus Winery, US","405 MO-165, Branson, MO 65616, USA","[36.6345762, -93.28212359999999]"
"Vigil Winery, US","1 Cam Abril, Algodones, NM 87001, USA","[35.4593642, -106.3390521]"
"Stone Creek Winery, US","600 Star Brewery Drive, Dubuque, IA 52001, USA","[42.49953, -90.65482]"
"Windsor Winery, US","529 US-130, East Windsor, NJ 08520, USA","[40.265862, -74.54314839999999]"
"Domaine de Magalanne Winery, France","431 Route de Signargues, 30390 Domazan, France","[43.933964, 4.6517333]"
"Quo Winery, Spain","W Ring Ave, Bijiang Qu, Tongren Shi, Guizhou Sheng, China","[27.73061, 109.182842]"
"Binz Winery, Germany","Prof.-Dr.-Pier-Straße 27, 55299 Nackenheim, Germany","[49.9120868, 8.3453889]"
"ChÃ¢teau Bois de Rolland Winery, France","33720 Barsac, France","[44.5975036, -0.308615]"
"CondÃ© Winery, Italy","Via Lucchina, 47, 47016 Fiumana di Predappio FC, Italy","[44.1304227, 11.9912526]"
"Ecker Winery, Austria","Mitterstockstall 25, 3470 Mitterstockstall, Austria","[48.4354063, 15.9123609]"
"MAD Wines, US","121 Castle Drive N.W., Bldg D, Madison, AL 35758, United States","[34.749632, -86.70844]"
"Jacella Winery, US","9 Las Tardes Ct, Novato, CA 94945, USA","[38.11696800000001, -122.594452]"
"L'Amphore de Provence Winery, France","Provence, France","[44.0144936, 6.2116438]"
"Cimarone Winery, US","2982 Grand Ave, Los Olivos, CA 93441, USA","[34.6671043, -120.1147568]"
"Cottonwood Winery of Oregon Winery, US","19500 SW Mountain Home Rd, Sherwood, OR 97140, USA","[45.38003399999999, -122.9357241]"
"E. Pira e Figli (Chiara Boschis) Winery, Italy","Via Vittorio Veneto, 1, 12060 Barolo CN, Italy","[44.610032, 7.940128]"
"F.lli Trinchero Winery, Italy","Via Gorra, 49, 14048 Montegrosso D'asti AT, Italy","[44.8023178, 8.2036182]"
"Solms-Delta Winery, South Africa","Delta Road & R45, Drakenstein, Franschhoek, 7680, South Africa","[-33.8642526, 18.9896097]"
"Tre Donne Winery, Italy","Via Serragrilli, 30, 12052 Neive CN, Italy","[44.734317, 8.1213178]"
"Maroon Winery, US","3565 Hagen Rd, Napa, CA 94558, USA","[38.3180059, -122.244613]"
"Matua Valley Winery, New Zealand","311 Waikoukou Valley Rd, Huapai, Waimauku 0882, New Zealand","[-36.7432256, 174.50601]"
"Agricola Sulin Winery, Italy","Viale Pininfarina, 14, 14035 Grazzano Badoglio AT, Italy","[45.0485372, 8.3051968]"
"Tormaresca Winery, Italy","Via Benedetto Cairoli, 25, 73100 Lecce LE, Italy","[40.349681, 18.169492]"
"Apollonio Winery, Italy","Via S. Pietro in Lama, 7, 73047 Monteroni di Lecce LE, Italy","[40.3237666, 18.1065248]"
"Kalaris Winery, US","105 Zinfandel Ln, St Helena, CA 94574, USA","[38.4889858, -122.4282924]"
"Lee Family Farm Winery, US","13986 State Hwy C, Rayville, MO 64084, USA","[39.342903, -94.0600041]"
"Vignobles Brumont Winery, France","Château Bouscassé, 32400 Maumusson-Laguian, France","[43.6222164, -0.09944460000000001]"
"Borgo del Tiglio Winery, Italy","Via San Giorgio 71, 34071 Brazzano GO, Italy","[45.97567, 13.457747]"
"Maetierra Dominum Winery, Spain","Ctra. de Murillo, 26500 Calahorra, La Rioja, Spain","[42.3323119, -1.9894467]"
"Mad Hatter Winery, US","230 N Fork Crystal Springs Rd, St Helena, CA 94574, USA","[38.556802, -122.49216]"
"Massimo Penna Winery, Italy","Strada Casa Nuova, 21, 12051 Alba CN, Italy","[44.6651667, 8.050177399999999]"
"Franco Conterno Winery, Italy","62, Località, 12065 Bussia Zanassi CN, Italy","[44.618638, 7.960449999999999]"
"Agostino Bosco Winery, Italy","Via Fontane, 24, 12064 La Morra CN, Italy","[44.6352803, 7.927572099999999]"
"Cantine Gemma Winery, Italy","11 via alba, 12050, 12050 Serralunga D'alba CN, Italy","[44.63482339999999, 7.9845636]"
"TR Elliott Winery, US","Elliot Ave, Vineyard Haven, MA 02568, USA","[41.4628279, -70.57742689999999]"
"La Ganghija Winery, Italy","Via Torino, 5, 12050 Treiso CN, Italy","[44.6898702, 8.0874351]"
"pb Winery, US","805 W Harbor Dr, San Diego, CA 92101, USA","[32.7087663, -117.1682319]"
"Anselma Winery, Italy","Piazza Maria Cappellano, 2, 12050 Serralunga d'Alba CN, Italy","[44.60956849999999, 8.0004577]"
"Robert Young Winery, US","4960 Red Winery Rd, Geyserville, CA 95441, USA","[38.692506, -122.826306]"
"Nikolaihof Winery, Austria","Nikolaigasse 3, 3512 Mautern an der Donau, Austria","[48.3944289, 15.5778236]"
"Eaglepoint Ranch Winery, US","1 Kirkland Ranch Rd, American Canyon, CA 94503, USA","[38.22036689999999, -122.2288018]"
"Santa Cruz Mountain Vineyard, US","334 Ingalls St, Santa Cruz, CA 95060, USA","[36.9590333, -122.0478487]"
"Balthasar Ress Winery, Germany","Rheinallee 7, 65347 Eltville am Rhein, Germany","[50.013784, 8.0623044]"
"BKB Winery, US","210 N Sara Rd, Tuttle, OK 73089, USA","[35.2941559, -97.70571179999999]"
