"Wildling Winery, Australia",Australia,"[-25.274398, 133.775136]"
"Mont Paral Winery, Spain",Spain,"[40.46366700000001, -3.74922]"
"Scubia Winery, Italy",Italy,"[41.87194, 12.56738]"
"Premius Winery, France",France,"[46.227638, 2.213749]"
"Talus Winery, US","389 4th St E, Sonoma, CA 95476, USA","[38.293227, -122.449288]"
"ChÃ¢teau du Grand Bos Winery, France",France,"[46.227638, 2.213749]"
"ChÃ¢teau Magnol Winery, France",France,"[46.227638, 2.213749]"
"Lustig Winery, Austria",Austria,"[47.516231, 14.550072]"
"ChÃ¢teau AllÃ©gret Winery, France","2290 S French Rd, Lake Leelanau, MI 49653, USA","[44.9484416, -85.7551398]"
"Martin's Rake Winery, New Zealand",New Zealand,"[-40.900557, 174.885971]"
"The Calling Winery, US",,
"Smith Woodhouse Winery, Portugal",Portugal,"[39.39987199999999, -8.224454]"
"VC Cellars Winery, US","10354 E, 5761, US-290, Fredericksburg, TX 78624, United States","[30.224014, -98.72642499999999]"
"IloÄki Podrumi Winery, Croatia",,
"GrgiÄ Vina Winery, Croatia",,
"ChÃ¢teau SÃ©gur de Cabanac Winery, France","2290 S French Rd, Lake Leelanau, MI 49653, USA","[44.9484416, -85.7551398]"
"Finisterra Winery, Portugal",Portugal,"[39.39987199999999, -8.224454]"
"Baron de Escal Winery, Spain",Spain,"[40.46366700000001, -3.74922]"
"Jaspi Winery, Spain",Spain,"[40.46366700000001, -3.74922]"
"Bacio Divino Winery, US",,
"Pardas Winery, Spain",,
"Domaine du Pradas Winery, France",France,"[46.227638, 2.213749]"
"Vine Hill Winery, US","10501 US-36, Easton, MO 64443, USA","[39.7478374, -94.67160489999999]"
"Prima Materia Winery, US",,
"Ici/La-Bas Winery, US",United States,"[37.09024, -95.712891]"
"Sophora Winery, New Zealand",New Zealand,"[-40.900557, 174.885971]"
"Erich & Walter Polz Winery, Austria","Am, Graßnitzberg 39, 8472 Spielfeld, Austria","[46.68379729999999, 15.6223249]"
"Zecchini Winery, Italy",Italy,"[41.87194, 12.56738]"
"La Cuna de la Poesia Winery, Spain",Spain,"[40.46366700000001, -3.74922]"
"CÃ²lpetrone Winery, Italy",Italy,"[41.87194, 12.56738]"
"Chloe Winery, Italy",Italy,"[41.87194, 12.56738]"
"Tres Ojos Winery, Spain",Spain,"[40.46366700000001, -3.74922]"
"Earthworks Winery, Australia",Australia,"[-25.274398, 133.775136]"
"Henri AbelÃ© Winery, France",France,"[46.227638, 2.213749]"
"Bodega Poesia Winery, Argentina",Argentina,"[-38.416097, -63.61667199999999]"
"Everett Ridge Winery, US","435 W Dry Creek Rd, Healdsburg, CA 95448, USA","[38.6106699, -122.8921192]"
"Veranda Winery, Chile",Chile,"[-35.675147, -71.542969]"
"Mount Mary Winery, Australia",,
"PalamÃ  Winery, Italy",Italy,"[41.87194, 12.56738]"
"ChÃ¢teau Ad Francos Winery, France",France,"[46.227638, 2.213749]"
"ChÃ¢teau Grand Moulin Winery, France","6 Avenue Maréchal Gallieni, 11200 Lézignan-Corbières, France","[43.2031777, 2.7643624]"
"Finca Sandoval Winery, Spain",Spain,"[40.46366700000001, -3.74922]"
"ChÃ¢teau des Lattes Winery, France","2290 S French Rd, Lake Leelanau, MI 49653, USA","[44.9484416, -85.7551398]"
"ChÃ¢teau le Manoir Winery, France",France,"[46.227638, 2.213749]"
"Pico Madama Winery, Spain",Spain,"[40.46366700000001, -3.74922]"
"ChÃ¢teau German Winery, France","2290 S French Rd, Lake Leelanau, MI 49653, USA","[44.9484416, -85.7551398]"
"ChÃ¢teau les Guyonnet Winery, France",France,"[46.227638, 2.213749]"
"Olivier RiviÃ¨re Winery, Spain",Spain,"[40.46366700000001, -3.74922]"
"La Rata Winery, US",United States,"[37.09024, -95.712891]"
"Ironberry Winery, Australia",Australia,"[-25.274398, 133.775136]"
"Puro Uno Winery, Argentina",Argentina,"[-38.416097, -63.61667199999999]"
"Apothic Winery, US",,
"ChÃ¢teau Duthil Winery, France","2290 S French Rd, Lake Leelanau, MI 49653, USA","[44.9484416, -85.7551398]"
"ChÃ¢teau l'Argenteyre Winery, France",France,"[46.227638, 2.213749]"
"Baker Lane Winery, US",,
"MatoÅ¡eviÄ Winery, Croatia",,
"MillÃ©simÃ© Winery, US",,
"Icaria Winery, US","27750 Asti Rd, Cloverdale, CA 95425, USA","[38.778307, -122.998813]"
"James Mitchell Winery, US",,
"Edwin Dyer Winery, US",,
"Cambas Winery, Greece",Greece,"[39.074208, 21.824312]"
"Bodegas AÃ±adas Winery, Spain",Spain,"[40.46366700000001, -3.74922]"
"CuvÃ©e de PeÃ±a Winery, France",France,"[46.227638, 2.213749]"
"Verderol Winery, Spain",Spain,"[40.46366700000001, -3.74922]"
"Abarbanel Winery, France",France,"[46.227638, 2.213749]"
"Domaine Marengo Winery, France",France,"[46.227638, 2.213749]"
"Finca WÃ¶lffer Winery, Argentina","Pueyrredón 2222, Chacras de Coria, Mendoza, Argentina","[-32.993417, -68.888678]"
"Cardinal Zin Winery, US",,
"Alvaro Castro Winery, Portugal",Portugal,"[39.39987199999999, -8.224454]"
"Chais de MÃ©ribel Winery, France","3700 Mill Rd, Paso Robles, CA 93446, USA","[35.6462671, -120.6305511]"
"Tussock Jumper Winery, France",France,"[46.227638, 2.213749]"
"Ey Winery, France",France,"[46.227638, 2.213749]"
"Vicentin Winery, Argentina",Argentina,"[-38.416097, -63.61667199999999]"
"Finca SobreÃ±o Winery, Spain",Spain,"[40.46366700000001, -3.74922]"
"Intrinsic Winery, US",,
"Antier Winery, Spain",Spain,"[40.46366700000001, -3.74922]"
"Oregon Trails Winery, US","15523 US-97, Culver, OR 97734, USA","[44.412201, -121.1986759]"
"ChÃ¢teau Haut-Mouleyre Winery, France","103 Avenue de Cadaujac, 33850 Léognan, France","[44.7332821, -0.5809653]"
"Vincent Sauvestre Winery, France",France,"[46.227638, 2.213749]"
"Quinta do CÃ´tto Winery, Portugal","5100, Portugal","[41.1556554, -7.797672100000001]"
"Clos Larcis Winery, France",France,"[46.227638, 2.213749]"
"ChÃ¢teau le Temple Winery, France",France,"[46.227638, 2.213749]"
"MadroÃ±a Winery, US","6260 US-290, Fredericksburg, TX 78624, USA","[30.2255349, -98.7942005]"
"Heretat MontrubÃ­ Winery, Spain",Spain,"[40.46366700000001, -3.74922]"
"ChÃ¢teau Haut Selve Winery, France","103 Avenue de Cadaujac, 33850 Léognan, France","[44.7332821, -0.5809653]"
"Cloudveil Winery, US",,
"Artemayor Winery, Spain",Spain,"[40.46366700000001, -3.74922]"
"Destello Winery, Spain",Spain,"[40.46366700000001, -3.74922]"
"CarbÃ³ Winery, Spain",Spain,"[40.46366700000001, -3.74922]"
"Our Daily Red Winery, US",,
"WYSIWYG Winery, France",France,"[46.227638, 2.213749]"
"Casa Batoreu Winery, Portugal",Portugal,"[39.39987199999999, -8.224454]"
"Sedition Winery, US",,
"Harken Winery, US",,
"Loveblock Winery, New Zealand",New Zealand,"[-40.900557, 174.885971]"
"Greyrock Winery, New Zealand",New Zealand,"[-40.900557, 174.885971]"
"Encendido Winery, Argentina",Argentina,"[-38.416097, -63.61667199999999]"
"GyÃ©jacquot FrÃ¨res Winery, France",France,"[46.227638, 2.213749]"
"Twin Islands Winery, New Zealand",New Zealand,"[-40.900557, 174.885971]"
"Puramun Winery, Argentina",Argentina,"[-38.416097, -63.61667199999999]"
"Samuel Louis Smith Winery, US",,
"Le Nardian Winery, France",France,"[46.227638, 2.213749]"
"ChÃ¢teau Bardins Winery, France","2290 S French Rd, Lake Leelanau, MI 49653, USA","[44.9484416, -85.7551398]"
"ChÃ¢teau Reynon Winery, France",France,"[46.227638, 2.213749]"
"Luma ChequÃ©n Winery, Chile",Chile,"[-35.675147, -71.542969]"
"Vicente Gandia Winery, Portugal",Portugal,"[39.39987199999999, -8.224454]"
"Reinert Project Winery, US",,
"Rockburn Winery, New Zealand",,
"Bodegas VÃ­nÃ­cola Real Winery, Spain",Spain,"[40.46366700000001, -3.74922]"
"Valcantara Winery, Spain",Spain,"[40.46366700000001, -3.74922]"
"Robalino Winery, Spain",Spain,"[40.46366700000001, -3.74922]"
"Rolland & Galarreta Winery, Spain",Spain,"[40.46366700000001, -3.74922]"
"Arrumaco Winery, Spain",Spain,"[40.46366700000001, -3.74922]"
"JÃ©rÃ´me Gueneau Winery, France",France,"[46.227638, 2.213749]"
"Cefalicchio Winery, Italy","Contrada Cefalicchio SP 43 Km 3, 76012 Canosa di Puglia BT, Italy","[41.18279829999999, 16.2208693]"
"V Norte Winery, Chile",Chile,"[-35.675147, -71.542969]"
"Newton Forrest Estate Winery, New Zealand","19 Blicks Rd, Renwick 7204, New Zealand","[-41.49826970000001, 173.8210147]"
"Cantine Benedetti Winery, Italy",Italy,"[41.87194, 12.56738]"
"Bertaini Winery, Italy","Via Asiago, 1, 37023 Grezzana VR, Italy","[45.5172317, 11.0229028]"
"Ferruccio Sgubin Winery, Italy",Italy,"[41.87194, 12.56738]"
"Joyful Noise Winery, US",,
"Solsticio Winery, Argentina",Argentina,"[-38.416097, -63.61667199999999]"
"Spirit of the Andes Winery, Argentina",Argentina,"[-38.416097, -63.61667199999999]"
"Cas'Almare Winery, Argentina",Argentina,"[-38.416097, -63.61667199999999]"
"Donovan-Parke Winery, US",United States,"[37.09024, -95.712891]"
"Spyros Hatziyiannis Winery, Greece",Greece,"[39.074208, 21.824312]"
"ChÃ¢teau Belair Winery, France",France,"[46.227638, 2.213749]"
"Franz KrÃ¤mer Winery, Germany",Germany,"[51.165691, 10.451526]"
"MasÃºt Winery, US",,
"Gala Rouge Winery, France",France,"[46.227638, 2.213749]"
"ChÃ¢teau la MouliniÃ¨re Winery, France","Los Angeles, CA, USA","[34.0522342, -118.2436849]"
"Robert Skalli Winery, France",France,"[46.227638, 2.213749]"
"Blackbilly Winery, Australia","281 Tatachilla Rd, Tatachilla SA 5171, Australia","[-35.221238, 138.514477]"
"ChÃ¢teau Grand Meynau Winery, France",,
"ChÃ¢teau HervÃ©-Laroque Winery, France","1 Le Moulin, 33141 Saillans, France","[44.957162, -0.279422]"
"ChÃ¢teau Sainte-Marie Winery, France","51 Route de Bordeaux, 33760 Targon, France","[44.7533695, -0.2815781]"
"Member's Mark Winery, US",,
"Alberto Orte Winery, Spain",Spain,"[40.46366700000001, -3.74922]"
"Robert Goulley Winery, France",France,"[46.227638, 2.213749]"
"Maison Jean-Baptiste BÃ©jot Winery, France",France,"[46.227638, 2.213749]"
"ChÃ¢teau Larteau Winery, France",France,"[46.227638, 2.213749]"
"LÃ©o de la GaffeliÃ¨re Winery, France",France,"[46.227638, 2.213749]"
"ChÃ¢teau La Rose du Pin Winery, France","Le Hourc, 33760 Ladaux, France","[44.704201, -0.2474417]"
"ChÃ¢teau FuissÃ© Winery, France","2290 S French Rd, Lake Leelanau, MI 49653, USA","[44.9484416, -85.7551398]"
"Finca Mayor Winery, Spain","Término el Montecillo S/N , 26360, Fuenmayor, La Rioja, Spain","[42.4955442, -2.6081773]"
"Tringali Casanuova Winery, Italy",Italy,"[41.87194, 12.56738]"
"Villa Le Prata Winery, Italy","53024 Montalcino, Province of Siena, Italy","[43.041333, 11.469219]"
"Inkberry Winery, Australia",Australia,"[-25.274398, 133.775136]"
"Rio Perdido Winery, Argentina",Argentina,"[-38.416097, -63.61667199999999]"
"Insurrection Winery, Australia",Australia,"[-25.274398, 133.775136]"
"Ricossa Winery, Italy",Italy,"[41.87194, 12.56738]"
"ChÃ¢teau FonplÃ©gade Winery, France","8145 W Sinclair St, West Baden Springs, IN 47469, USA","[38.56171, -86.611716]"
"Crauford Winery, US","3565 Hagen Rd, Napa, CA 94558, USA","[38.3180059, -122.244613]"
"Alcance Winery, Chile",Chile,"[-35.675147, -71.542969]"
"Luiz Barichello Winery, Italy",Italy,"[41.87194, 12.56738]"
"Bodegas Manutara Winery, Chile",Chile,"[-35.675147, -71.542969]"
"Daniele Reale Winery, Italy",Italy,"[41.87194, 12.56738]"
"Domaine Touzot Winery, France",France,"[46.227638, 2.213749]"
"Va Piano Bruno's Blend II Winery, US",,
"Macarico Winery, Italy",Italy,"[41.87194, 12.56738]"
"Stella Fino Winery, US",,
"Fra Guerau Winery, Spain","Travessera de Gràcia, 119, 08012 Barcelona, Spain","[41.3996571, 2.155087]"
"El Molinet Winery, Spain",Spain,"[40.46366700000001, -3.74922]"
"Wolfgang Puck Winery, US",,
"Pasorina Winery, US",,
"Cluster M45 Winery, Australia",Australia,"[-25.274398, 133.775136]"
"Tempra Tantrum Winery, Spain",Spain,"[40.46366700000001, -3.74922]"
"Yonna Winery, Spain",Spain,"[40.46366700000001, -3.74922]"
"ErzetiÄ Winery, Slovenia",,
"Eye Candy Winery, US","23837 US-385, Hill City, SD 57745, USA","[43.9497417, -103.5225896]"
"Sexy Wine Bomb Winery, US",,
"Inkling Winery, US",,
"Pessimist Winery, US","2777 Hidden Mountain Rd, Paso Robles, CA 93446, USA","[35.641263, -120.784292]"
"Colores del Sol Winery, Argentina",Argentina,"[-38.416097, -63.61667199999999]"
"Aurielle Winery, US",,
"Butting Heads Winery, Australia",Australia,"[-25.274398, 133.775136]"
"Chardonnais Winery, US","11920 US-12, Lowden, WA 99360, USA","[46.0564069, -118.5834968]"
"Les AlliÃ©s Winery, France",France,"[46.227638, 2.213749]"
"ChÃ¢teau Bovila Winery, France",France,"[46.227638, 2.213749]"
"Inalto Winery, Italy",Italy,"[41.87194, 12.56738]"
"TondrÃ© Winery, US",,
"El Bully Winery, Spain",Spain,"[40.46366700000001, -3.74922]"
"Fernando DiÃ©guez Otero Winery, Spain",Spain,"[40.46366700000001, -3.74922]"
"R. de Ayala Lete E Hijos Winery, Spain",Spain,"[40.46366700000001, -3.74922]"
"Eagle Castle Winery, US","3090 Anderson Rd, Paso Robles, CA 93446, USA","[35.5760832, -120.7327498]"
"Les Vins BrÃ©ban Winery, France",France,"[46.227638, 2.213749]"
"Clos des Amis Winery, US",,
"ChÃ¢teau Glorit Winery, France","2290 S French Rd, Lake Leelanau, MI 49653, USA","[44.9484416, -85.7551398]"
"Alta Pavina Winery, Spain",Spain,"[40.46366700000001, -3.74922]"
"Domaine de la RouletiÃ¨re Winery, France",France,"[46.227638, 2.213749]"
"Mas GabinÃ¨le Winery, France","D5, Route de villeveyrac, 34530 Montagnac, France","[43.488586, 3.517665]"
"Qaramy Winery, Argentina",Argentina,"[-38.416097, -63.61667199999999]"
"MonteabellÃ³n Winery, Spain",Spain,"[40.46366700000001, -3.74922]"
"ChÃ¢teau Deffends Winery, France","2290 S French Rd, Lake Leelanau, MI 49653, USA","[44.9484416, -85.7551398]"
"ChÃ¢teau Grand Picard Winery, France",France,"[46.227638, 2.213749]"
"ChÃ¢teau Laffitte Laujac Winery, France","33250 Pauillac, France","[45.2249531, -0.7724358]"
"Weingut Ãkonomierat Rebholz Winery, Germany",,
"Red Stitch Winery, US",,
"Salwey Winery, Germany","Hauptstraße 2, 79235 Oberrotweil am Kaiserstuhl, Germany","[48.0888611, 7.629384200000001]"
"ChÃ¢teau Saincrit Winery, France","2290 S French Rd, Lake Leelanau, MI 49653, USA","[44.9484416, -85.7551398]"
"Roots Winery, US","1 Kirkland Ranch Rd, American Canyon, CA 94503, USA","[38.2203922, -122.2290486]"
"Marilyn Merlot Winery, US","Napa Wine Co---7830 St Helena Highway, Oakville, CA 94562, United States","[38.437094, -122.401873]"
"Bruno Gobillard Winery, France",France,"[46.227638, 2.213749]"
"Highflyer Winery, US",,
"Flinch Winery, US","10354 E, 5761, US-290, Fredericksburg, TX 78624, United States","[30.224014, -98.72642499999999]"
"Fritz MÃ¼ller Winery, Germany",Germany,"[51.165691, 10.451526]"
"Sketchbook Winery, US",,
"Clos des Fous Winery, Chile",Chile,"[-35.675147, -71.542969]"
"Luis Seabra Winery, Portugal",Portugal,"[39.39987199999999, -8.224454]"
"LÃ­cia Winery, Spain",Spain,"[40.46366700000001, -3.74922]"
"MÃ©nage a Trois Winery, US",,
"Brass Tacks Winery, US",,
"Albeno Munari Winery, US",,
"Asunto de Vino Winery, Chile",Chile,"[-35.675147, -71.542969]"
"Cheurlein-Panfilo Winery, France","8145 W Sinclair St, West Baden Springs, IN 47469, USA","[38.56171, -86.611716]"
"La Bastide Blanche Winery, France","367 Route des Oratoires, 83330 Le Castellet, France","[43.2225069, 5.7537764]"
"PharaohMoans Winery, US",,
"ChÃ¢teau Tour Chapoux Winery, France",France,"[46.227638, 2.213749]"
"Vino Winery, US",United States,"[37.09024, -95.712891]"
"Exem Winery, France",France,"[46.227638, 2.213749]"
"Quattro Mani Winery, Italy",Italy,"[41.87194, 12.56738]"
"Quinta da Pacheca Winery, Portugal","5100, Portugal","[41.1556554, -7.797672100000001]"
"La Filice Winery, US","Los Angeles, CA, USA","[34.0522342, -118.2436849]"
"Michel Moritz Winery, France",France,"[46.227638, 2.213749]"
"Raffy Winery, Argentina","Sarmiento 212, Mendoza, Argentina","[-32.890193, -68.842388]"
"Casa L'Angel Winery, Spain",Spain,"[40.46366700000001, -3.74922]"
"Shirvington Winery, Australia",Australia,"[-25.274398, 133.775136]"
"Cinciano Winery, Italy","Località Cinciano, 2, 53036 Poggibonsi SI, Italy","[43.5058093, 11.1776895]"
"ChÃ¢teau Haut Sociondo Winery, France",France,"[46.227638, 2.213749]"
"ChÃ¢teau La Roche Bazin Winery, France",France,"[46.227638, 2.213749]"
"Clos Alivu Winery, France",France,"[46.227638, 2.213749]"
"Quinta do CovÃ£o Winery, Portugal",Portugal,"[39.39987199999999, -8.224454]"
"Thistledown Winery, Australia",Australia,"[-25.274398, 133.775136]"
"Nauerth-GnÃ¤gy Winery, Germany",Germany,"[51.165691, 10.451526]"
"Taz Winery, US",,
"Stuhlmuller Vineyards, US",,
"Symington Family Estates Winery, Portugal",,
"AtaÃ­de Semedo Winery, Portugal",,
"Domaine de l'AujardiÃ¨re Winery, France",,
"Vignobles Arno Winery, France",,
"Heidsieck & Co Monopole Winery, France",,
"Cascina Castlet Winery, Italy",,
"ChÃ¢teau Grand Secret Winery, France",,
"ChÃ¢teau les Clauzots Winery, France",,
"ChÃ¢teau Montlau Winery, France",,
"ChÃ¢teau Terres Douces Winery, France",,
"Domaine de Courteillac Winery, France",,
"Legado del Moncayo Winery, Spain",,
"ChÃ¢teau Labat Winery, France",,
"Col di Lamo Winery, Italy",,
"John Anthony Winery, US",,
"Tenuta Oliveto Winery, Italy",,
"Trivium Winery, US",,
"Croney Estates Winery, New Zealand",,
"Chateau Ste. Michelle & Dr. Loosen Winery, US",,
"Coup de Foudre Winery, US",,
"Valsacro Winery, Spain",,
"Pintia Winery, Spain",,
"Vindemio Winery, France",,
"CuvÃ©e Valentin Duc Winery, France",,
"Domaine Saint Antonin Winery, France",,
"Jawbone Winery, US",,
"CÃ  del VÃ©nt Winery, Italy","California, USA","[36.778261, -119.4179324]"
"Rockgarden Winery, US",,
"Naked Mountain Winery, US",,
"Tres Exilios Winery, Argentina",Argentina,"[-38.416097, -63.61667199999999]"
"Terrenal Winery, Argentina",Argentina,"[-38.416097, -63.61667199999999]"
"TeÃ³s Winery, Spain",Spain,"[40.46366700000001, -3.74922]"
"The Decision Winery, US",United States,"[37.09024, -95.712891]"
"Agnitio Winery, US",,
"Goodfellow Winery, US","925 NE 7th Ave, McMinnville, OR 97128, USA","[45.2122366, -123.1891838]"
"ChÃ¢teau Tournefeuille Winery, France","2290 S French Rd, Lake Leelanau, MI 49653, USA","[44.9484416, -85.7551398]"
"ChÃ¢teau Trois Moulins Winery, France",France,"[46.227638, 2.213749]"
"Meli Winery, Chile",Chile,"[-35.675147, -71.542969]"
"Grand Bateau Winery, France",France,"[46.227638, 2.213749]"
"Jacques Charlet Winery, France",France,"[46.227638, 2.213749]"
"ChÃ¢teau Gigault Winery, France","100 Rue Charlemagne Dr, Braselton, GA 30517, USA","[34.1017745, -83.8177127]"
"ChÃ¢teau Hyot Winery, France",France,"[46.227638, 2.213749]"
"Svago Buono Winery, US",,
"Leah JÃ¸rgensen Cellars Winery, US","10354 E, 5761, US-290, Fredericksburg, TX 78624, United States","[30.224014, -98.72642499999999]"
"TH Winery, US","870 Arbor Rd, Paso Robles, CA 93446, USA","[35.6051868, -120.7168781]"
"Campo Alegre Winery, Spain",Spain,"[40.46366700000001, -3.74922]"
"Monmousseau Winery, France","71 Rue de Vierzon, 41400 Montrichard, France","[47.3446022, 1.1954266]"
"Martella Winery, US",,
"Moro di Rinaldini Winery, Italy",Italy,"[41.87194, 12.56738]"
"ChÃ¢teau Romer Winery, France","2290 S French Rd, Lake Leelanau, MI 49653, USA","[44.9484416, -85.7551398]"
"ChÃ¢teau Bertineau Saint-Vincent Winery, France",France,"[46.227638, 2.213749]"
"SchrÃ¶der & SchÃ¿ler Winery, France",France,"[46.227638, 2.213749]"
"ChÃ¢teau Haut Mouleyre Winery, France","103 Avenue de Cadaujac, 33850 Léognan, France","[44.7332821, -0.5809653]"
"ChÃ¢teau Tour le Pin Winery, France",France,"[46.227638, 2.213749]"
"Finca La NiÃ±a Winery, Argentina","Pueyrredón 2222, Chacras de Coria, Mendoza, Argentina","[-32.993417, -68.888678]"
"Le Fervent Winery, France",France,"[46.227638, 2.213749]"
"Bratcher Winery, US",,
"Archeus Winery, US",,
"Abraxas Winery, Italy",Italy,"[41.87194, 12.56738]"
"Umberto Fiore Winery, Italy",Italy,"[41.87194, 12.56738]"
"Martini & Rossi Winery, Italy",Italy,"[41.87194, 12.56738]"
"Bodegas La Cartuja Winery, Spain",Spain,"[40.46366700000001, -3.74922]"
"Jim Ball Winery, US",,
"MÃ¶ebius Winery, Mexico",Mexico,"[23.634501, -102.552784]"
"Ladoucette Winery, France","Le Château du Nozet, 58150 Pouilly-sur-Loire, France","[47.2972963, 2.9586536]"
"Dundee Springs Winery, US","6461 E Guy Terry Rd, Springdale, AR 72764, USA","[36.12736659999999, -94.0666171]"
"Siskiyou Vineyards, US","3150 Siskiyou Blvd, Ashland, OR 97520, USA","[42.1673999, -122.6589563]"
"Domaines Duffort Winery, France","NE Timmons Ln, Dayton, OR 97114, USA","[45.2659032, -123.055501]"
"Highland Springs Winery, US","6461 E Guy Terry Rd, Springdale, AR 72764, USA","[36.12736659999999, -94.0666171]"
"Second Growth Winery, US",,
"ChÃ¢teau Belle-Vue Winery, France","5580 Route de Grisolles, 31620 Fronton, France","[43.8372067, 1.3161741]"
"Opaque Winery, US",,
"AlpasiÃ³n Winery, Argentina",Argentina,"[-38.416097, -63.61667199999999]"
"Loom Winery, Australia","200 Chalk Hill Rd, McLaren Vale SA 5171, Australia","[-35.209155, 138.553211]"
"Suacci Carciere Wines, US",,
"BouchiÃ©-Chatelier Winery, France","8145 W Sinclair St, West Baden Springs, IN 47469, USA","[38.56171, -86.611716]"
"Banknote Winery, US","22 US-101, Depoe Bay, OR 97341, USA","[44.81139899999999, -124.062006]"
"Fernz Winery, New Zealand",New Zealand,"[-40.900557, 174.885971]"
"Domaine de Grand Garant Winery, France",France,"[46.227638, 2.213749]"
"Nuevomundo Winery, Chile",Chile,"[-35.675147, -71.542969]"
"AgroArgento Winery, Italy",Italy,"[41.87194, 12.56738]"
"Masseria del Fauno Winery, Italy",Italy,"[41.87194, 12.56738]"
"Villa La Selva Winery, Italy","Via Montebenichi, 35, 52021 Bucine AR, Italy","[43.3840814, 11.5511494]"
"Cycles Gladiator Winery, US",,
"ChÃ¢teau de Janicon Winery, France",France,"[46.227638, 2.213749]"
"ChÃ¢teau Mazails Winery, France",France,"[46.227638, 2.213749]"
"TritÃ³n Winery, Spain",Spain,"[40.46366700000001, -3.74922]"
"Voyatzis Winery, Greece",Greece,"[39.074208, 21.824312]"
"David Clinton Winery, US",,
"PeÃ±ascal Winery, Spain","143 W Spain St, Sonoma, CA 95476, USA","[38.2937801, -122.459743]"
"Illustrious Winery, US","19239 US-27, Clermont, FL 34715, USA","[28.6273311, -81.7687658]"
"Count KÃ¡rolyi Winery, Hungary",Hungary,"[47.162494, 19.5033041]"
"Matello Winery, US","925 NE 7th Ave, McMinnville, OR 97128, USA","[45.2122366, -123.1891838]"
"ChÃ¢teau Langlet Winery, France","2290 S French Rd, Lake Leelanau, MI 49653, USA","[44.9484416, -85.7551398]"
"Mistinguett Winery, Spain","La Sala, 45, 08735 Vilobí del Penedès, Barcelona, Barcelona, Spain","[41.3836284, 1.6778082]"
"Spartico Winery, Spain",Spain,"[40.46366700000001, -3.74922]"
"Casuccio Tarletti Winery, Italy",,
"6cepas6 Winery, Spain",Spain,"[40.46366700000001, -3.74922]"
"Lagar de Indra Winery, Spain",Spain,"[40.46366700000001, -3.74922]"
"Grizzly Republic Winery, US","840 13th St, Paso Robles, CA 93446, USA","[35.6277093, -120.6892865]"
"Loscano Winery, Argentina",Argentina,"[-38.416097, -63.61667199999999]"
"John Tyler Winery, US",,
"La Madonnina Winery, Italy",Italy,"[41.87194, 12.56738]"
"Domaine des Amoureux Winery, France","NE Timmons Ln, Dayton, OR 97114, USA","[45.2659032, -123.055501]"
"Paul Delane Winery, France",France,"[46.227638, 2.213749]"
"Domaine de BiÃ©ville Winery, France",France,"[46.227638, 2.213749]"
"Thorny Rose Winery, US",,
"Luciana Cordioli Winery, Italy",Italy,"[41.87194, 12.56738]"
