"Wines & Winemakers Winery, Portugal",,
"Robert Mondavi Winery, US","7801 St Helena Hwy, Oakville, CA 94562, USA","[38.4412684, -122.4098023]"
"Santa Ema Winery, Chile","Balmaceda 1950, Isla de Maipo, RegiÃ_n Metropolitana, Chile","[-33.7561693, -70.87396]"
"Fess Parker Winery, US","6200 Foxen Canyon Rd, Los Olivos, CA 93441, USA","[34.742742, -120.11879]"
"V. Sattui Winery, US","1111 White Ln, St Helena, CA 94574, USA","[38.488982, -122.448134]"
"Iron Horse Winery, US","9786 Ross Station Rd, Sebastopol, CA 95472, USA","[38.4559845, -122.8985894]"
"Foxen Winery, US","7600 Foxen Canyon Rd, Santa Maria, CA 93454, USA","[34.8201921, -120.2302395]"
"Louis Jadot Winery, France","62 Route de Savigny, 21200 Beaune, France","[47.0375368, 4.8429872]"
"Feudi di San Gregorio Winery, Italy","LocalitÃ  Cerza Grossa, 83050 Sorbo Serpico AV, Italy","[40.9110653, 14.8676586]"
"Chehalem Winery, US","106 S Center St, Newberg, OR 97132, USA","[45.29989519999999, -122.9693049]"
"Maryhill Winery, US","9774 WA-14, Goldendale, WA 98620, USA","[45.671913, -120.8816084]"
"Domaine Zind-Humbrecht Winery, France","4 Route de Colmar, 68230 Turckheim, France","[48.0842451, 7.296513000000001]"
"Kunde Winery, US","9825 Sonoma Hwy, Kenwood, CA 95452, USA","[38.412206, -122.5398302]"
"Terre Rouge Winery, US","10801 Dickson Rd, Plymouth, CA 95669, USA","[38.5203975, -120.8238467]"
"Dutton-Goldfield Winery, US","3100 Gravenstein Hwy N, Sebastopol, CA 95472, USA","[38.4372408, -122.8583184]"
"D'Arenberg Winery, Australia","Osborn Rd, McLaren Vale SA 5171, Australia","[-35.19721639999999, 138.5511368]"
"Errazuriz Winery, Chile","E-639 18, Panquehue, RegiÃ_n de ValparaÃ_so, Chile","[-32.7993169, -70.8280146]"
"J. Portugal Ramos Winery, Portugal","Vila Santa s/n, 7100-149 Estremoz, Portugal","[38.8402416, -7.628929299999999]"
"Seven Hills Winery, US","212 N 3rd Ave, Walla Walla, WA 99362, USA","[46.0685114, -118.3422632]"
"Kenwood Winery, US","9592 Sonoma Hwy, Kenwood, CA 95452, USA","[38.416739, -122.543335]"
"Henri de Villamont Winery, France","5 Rue Dr Guyot, 21420 Savigny-lÃ¨s-Beaune, France","[47.0627857, 4.822101]"
"Martin Ray Winery, US","2191 Laguna Rd, Santa Rosa, CA 95401, USA","[38.4687308, -122.8507472]"
"Dr. Loosen Winery, Germany","St. Johannishof, 54470 Bernkastel-Kues, Germany","[49.92366699999999, 7.069659000000001]"
"Georges Vigouroux Winery, France","Route de Toulouse CS20159 Cahors Cedex 9, 46003, France","[44.4160762, 1.4374466]"
"Rodney Strong Winery, US","11455 Old Redwood Hwy, Healdsburg, CA 95448, USA","[38.5732267, -122.8439819]"
"Olivier Leflaive Winery, France","Place du Monument, 21190 Puligny-Montrachet, France","[46.946394, 4.753922999999999]"
"Fenestra Winery, US","83 Vallecitos Rd, Livermore, CA 94550, USA","[37.6418706, -121.7959669]"
"Naggiar Winery, US","18125 Rosemary Ln, Grass Valley, CA 95949, USA","[39.05706060000001, -121.1863991]"
"Calera Winery, US","9159, 11300 Cienega Rd, Hollister, CA 95023, United States","[36.7366002, -121.3691394]"
"Casca Wines, Portugal","Casca Wines, Lda | DNA Cascais - Ninho de Empresas. Cruz da Popa, 2645-449 Alcabideche | Cascais, Portugal","[38.7275538, -9.412471499999999]"
"Joseph Drouhin Winery, France","7 Rue d'Enfer, 21200 Beaune, France","[47.0236324, 4.835938]"
"Santa Rita Winery, Chile","Av. Virginia Subercaseaux, Pirque, RegiÃ_n Metropolitana, Chile","[-33.6460576, -70.6003805]"
"J. Lohr Winery, US","1000 Lenzen Ave, San Jose, CA 95126, USA","[37.3338454, -121.9128062]"
"Lamoreaux Landing Winery, US","9224 NY-414, Lodi, NY 14860, USA","[42.57663180000001, -76.8584529]"
"Cameron Hughes Winery, US","251 Rhode Island St #207, San Francisco, CA 94103, USA","[37.7667656, -122.4024757]"
"Rock Wall Winery, US","2301 Monarch St, Alameda, CA 94501, USA","[37.783598, -122.308804]"
"Companhia das Quintas Winery, Portugal","R. da Fonte Nova, 3780 Sangalhos, Portugal","[40.4908148, -8.475007699999999]"
"Balletto Winery, US","5700 Occidental Rd, Santa Rosa, CA 95401, USA","[38.42292399999999, -122.814177]"
"Waterbrook Winery, US","10518 West Highway 12, Walla Walla, WA 99362, USA","[46.0538373, -118.5577811]"
"Novelty Hill Winery, US","14710 Redmond-Woodinville Rd NE, Woodinville, WA 98072, USA","[47.7356242, -122.1533698]"
"De Loach Winery, US","1791 Olivet Rd, Santa Rosa, CA 95401, USA","[38.46255439999999, -122.8199974]"
"Recanati Winery, Israel","___ê_¨_§ _ª_¢_©_™_•_ª _¢___§ _—___¨, _’_©_¨ _”_¢_¥ 16, _¢___§ _—___§, 38777, Israel","[32.4053664, 34.897932]"
"Gloria Ferrer Winery, US","9285, 23555 Arnold Dr, Sonoma, CA 95476, United States","[38.223579, -122.4721832]"
"Kuentz-Bas Winery, France","14 Route des Vins, 68420 Husseren-les-ChÃ¢teaux, France","[48.0349643, 7.280920699999998]"
"San Pedro Winery, Chile","Av Vitacura 2670, Osorno, Las Condes, X RegiÃ_n, Chile","[-33.4164194, -70.6046849]"
"Domaines Devillard Winery, France",France,"[46.227638, 2.213749]"
"Adelsheim Winery, US","16800 NE Calkins Ln, Newberg, OR 97132, USA","[45.3385536, -123.0496957]"
"Milbrandt Winery, US","508 Cabernet Ct, Prosser, WA 99350, USA","[46.2195744, -119.7781674]"
"Sineann Winery, US","8400 Champoeg Rd NE, St Paul, OR 97137, USA","[45.245624, -122.888048]"
"Bernardus Winery, US","5 W Carmel Valley Rd, Carmel Valley, CA 93924, USA","[36.4791928, -121.730483]"
"La Chablisienne Winery, France","8 Boulevard Pasteur, 89800 Chablis, France","[47.8122681, 3.7950068]"
"Willamette Valley Vineyards, US","8800 Enchanted Way SE, Turner, OR 97392, USA","[44.8279071, -123.012622]"
"Buena Vista Winery, US","18000 Old Winery Rd, Sonoma, CA 95476, USA","[38.2995043, -122.4219437]"
"Heron Hill Winery, US","9301 Co Rd 76, Hammondsport, NY 14840, USA","[42.4496241, -77.2013917]"
"Santa Alicia Winery, Chile","CircunvalaciÃ_n MÃ¡ximo ValdÃ©s 4135, Pirque, RegiÃ_n Metropolitana, Chile","[-33.6721391, -70.5404602]"
"Santa Carolina Winery, Chile","Til Til 2228, Santiago, Macul, RegiÃ_n Metropolitana, Chile","[-33.4759122, -70.6181692]"
"Hogue Winery, US","2800 Lee Rd, Prosser, WA 98948, USA","[46.2183475, -119.7312089]"
"L'Ecole No. 41 Winery, US","41 Lowden School Rd, Lowden, WA 99360, USA","[46.0568335, -118.5813475]"
"Cayuse Winery, US","17 E Main St, Walla Walla, WA 99362, USA","[46.067169, -118.338774]"
"Aveleda Winery, Portugal","Rua da Aveleda 2, 4560-570 Penafiel, Portugal","[41.2076374, -8.3081853]"
"Castle Rock Winery, US","Vineyard Dr, Castle Rock, CO 80104, USA","[39.3603902, -104.8366966]"
"Schramsberg Winery, US","1400 Schramsberg Rd, Calistoga, CA 94515, USA","[38.5494815, -122.5378838]"
"J Vineyards & Winery, US","11447 Old Redwood Hwy, Healdsburg, CA 95448, USA","[38.572962, -122.841943]"
"Barton & Guestier Winery, France","Chateau Magnol, 87 rue du Dehez, 33290 Blanquefort, France","[44.91016399999999, -0.610101]"
"Mercer Winery, US","3100 Lee Rd, Prosser, WA 99350, USA","[46.2200407, -119.7255732]"
"Marimar Estate Winery, US","11400 Graton Rd, Sebastopol, CA 95472, USA","[38.422216, -122.903572]"
"Abacela Winery, US","9067, 12500 Lookingglass Rd, Roseburg, OR 97471, United States","[43.124698, -123.449721]"
"Pride Mountain Winery, US","3000 Summit Trail, Santa Rosa, CA 95404, USA","[38.5258111, -122.5629009]"
"Henri Bourgeois Winery, France","Chavignol, 18300, France","[47.33766989999999, 2.7955841]"
"Morgan Winery, US","204 Crossroads Blvd, Carmel-By-The-Sea, CA 93923, USA","[36.536743, -121.909124]"
"Dry Creek Vineyard, US","3770 Lambert Bridge Rd, Healdsburg, CA 95448, USA","[38.65291, -122.924876]"
"Duckhorn Winery, US","1000 Lodi Ln, St Helena, CA 94574, USA","[38.5294953, -122.4907266]"
"Loring Wine Company Winery, US","1034 Aviation Dr, Lompoc, CA 93436, USA","[34.6629294, -120.4703648]"
"Clos La Chance Winery, US","1 Hummingbird Ln, San Martin, CA 95046, USA","[37.0728894, -121.6432703]"
"Quinta do Casal Branco Winery, Portugal","Unnamed Road, Almeirim, Portugal","[39.1693812, -8.6598679]"
"Novy Winery, US","981 Airway Ct E, Santa Rosa, CA 95403, USA","[38.4751932, -122.7355133]"
"Three Rivers Winery, US","5641 US-12, Walla Walla, WA 99362, USA","[46.050716, -118.457492]"
"Concannon Winery, US","4590 Tesla Rd, Livermore, CA 94550, USA","[37.66621689999999, -121.7397362]"
"Domaine Serene Winery, US","6555 NE Hilltop Ln, Dayton, OR 97114, USA","[45.2712069, -123.070702]"
"Raymond Winery, US","849 Zinfandel Ln, St Helena, CA 94574, USA","[38.481946, -122.4346645]"
"McManis Winery, US","18700 E River Rd, Ripon, CA 95366, USA","[37.7571197, -121.0790526]"
"Sparkman Winery, US","14473 Redmond-Woodinville Rd NE, Woodinville, WA 98072, USA","[47.73202, -122.141998]"
"Schug Winery, US","602 Bonneau Rd, Sonoma, CA 95476, USA","[38.2306966, -122.4767339]"
"Echeverria Winery, Chile","35Â°05'59.8""S 71Â°18'07. - Av. Eyzaguirre 3215, Puente Alto, Molina, RegiÃ_n Metropolitana, Chile","[-35.099943, -71.30212999999999]"
"Kokomo Winery, US","4791 Dry Creek Rd, Healdsburg, CA 95448, USA","[38.673273, -122.934075]"
"Tamarack Cellars Winery, US","700 C St, Walla Walla, WA 99362, USA","[46.0913232, -118.2721807]"
"Syncline Winery, US","9302, 111 Balch Rd, Lyle, WA 98635, United States","[45.7181153, -121.3319003]"
"Zaca Mesa Winery, US","6905 Foxen Canyon Rd, Los Olivos, CA 93441, USA","[34.7720598, -120.1332689]"
"Talley Winery, US","3031 Lopez Dr, Arroyo Grande, CA 93420, USA","[35.1773618, -120.5234339]"
"Airfield Estates Winery, US","560 Merlot Dr, Prosser, WA 99350, USA","[46.2204505, -119.7769837]"
"King Estate Winery, US","80854 Territorial Hwy, Eugene, OR 97405, USA","[43.861035, -123.2511521]"
"Torii Mor Winery, US","18323 NE Fairview Dr, Dundee, OR 97115, USA","[45.288894, -123.046728]"
"Wellington Winery, US","11600 Dunbar Rd, Glen Ellen, CA 95442, USA","[38.3884178, -122.5280014]"
"L. Tramier & Fils Winery, France","14 Rue de Chamerose, 71640 Mercurey, France","[46.8389394, 4.7160174]"
"Trisaetum Winery, US","18401 NE Ribbon Ridge Rd, Newberg, OR 97132, USA","[45.3496737, -123.0757244]"
"Brander Winery, US","2401 N Refugio Rd, Santa Ynez, CA 93460, USA","[34.6573086, -120.0983387]"
"Dusted Valley Winery, US","1248 Old Milton Hwy, Walla Walla, WA 99362, USA","[46.0243536, -118.3512532]"
"Navarro Winery, US","5601 CA-128, Philo, CA 95466, USA","[39.0958264, -123.4821542]"
"Sojourn Winery, US","141 E Napa St, Sonoma, CA 95476, USA","[38.2914666, -122.4557344]"
"MacPhail Winery, US","6761 McKinley St, Sebastopol, CA 95472, USA","[38.403776, -122.8203869]"
"Winzer Krems Winery, Austria","Sandgrube 13, 3500 Krems an der Donau, Austria","[48.420187, 15.618455]"
"Tasca d'Almerita Winery, Italy","Contrada Regaleali, 90020 Sclafani Bagni PA, Italy","[37.7182588, 13.8287267]"
"Thomas Fogarty Winery, US","19501 Skyline Blvd, Redwood City, CA 94062, USA","[37.3436426, -122.219699]"
"Cono Sur Winery, Chile","Tajamar 481, Las Condes, RegiÃ_n Metropolitana, Chile","[-33.4163354, -70.6055655]"
"Dr. Pauly Bergweiler Winery, Germany","Gestade 15, 54470 Bernkastel-Kues, Germany","[49.91455, 7.07517]"
"Sebastiani Winery, US","389 4th St E, Sonoma, CA 95476, USA","[38.293227, -122.449288]"
"14 Hands Winery, US","660 Frontier Rd, Prosser, WA 99350, USA","[46.2112241, -119.7465236]"
"Babcock Winery, US","5175 CA-246, Lompoc, CA 93436, USA","[34.66738, -120.33492]"
"Merry Edwards Winery, US","2959 Gravenstein Hwy N, Sebastopol, CA 95472, USA","[38.4349136, -122.8550734]"
"K Vintners Winery, US","820 Mill Creek Rd, Walla Walla, WA 99362, USA","[46.085577, -118.250376]"
"Pali Winery, US","116 E Yanonali St, Santa Barbara, CA 93101, USA","[34.4154782, -119.689992]"
"St. Francis Winery, US","100 Pythian Rd, Santa Rosa, CA 95409, USA","[38.4367052, -122.5765475]"
"Valentin Bianchi Winery, Argentina","Ruta 143 y calle ValentÃ_n Bianchi, M5600BCJ San Rafael, Mendoza, Argentina","[-34.5828004, -68.42337859999999]"
"Lionel Osmin & Cie Winery, France","14 Rue des BruyÃ¨res, 64160 Morlaas, France","[43.3296437, -0.3049022]"
"Kirkland Signature Winery, US","1 Kirkland Ranch Rd, American Canyon, CA 94503, USA","[38.22036689999999, -122.2288018]"
"Mastroberardino Winery, Italy","Via Manfredi, 75-81, 83042 Atripalda AV, Italy","[40.923296, 14.831831]"
"Peju Winery, US","8466 St Helena Hwy, Rutherford, CA 94573, USA","[38.455623, -122.4176817]"
"Caliterra Winery, Chile","Palmilla, O'Higgins Region, Chile","[-34.5212915, -71.3132473]"
"Brian Carter Cellars Winery, US","14419 Redmond-Woodinville Rd NE, Woodinville, WA 98072, USA","[47.731433, -122.141257]"
"Lapostolle Winery, Chile","kilometro 4 camino Apalta - I-350, Santa Cruz, RegiÃ_n del Libertador Gral. Bernardo Oâ€™Higgins, Chile","[-34.59266059999999, -71.2923158]"
"Quinta da Alorna Winery, Portugal","2080 Almeirim, Portugal","[39.1988415, -8.6392177]"
"La Crema Winery, US","3575 Slusser Rd, Windsor, CA 95492, USA","[38.4933994, -122.8302409]"
"Glenora Winery, US","5435 NY-14, Dundee, NY 14837, USA","[42.500105, -76.9238448]"
"Gorman Winery, US","C500, 19501 144th Ave NE, Woodinville, WA 98072, United States","[47.769478, -122.150242]"
"Dr. Konstantin Frank Winery, US","9749 Middle Rd, Hammondsport, NY 14840, USA","[42.473507, -77.1840331]"
"Erath Winery, US","9409 Northeast Worden Hill Road, Dundee, OR 97115, USA","[45.2805051, -123.0642725]"
"Midnight Winery, US","2925 Anderson Rd, Paso Robles, CA 93446, USA","[35.575356, -120.736549]"
"Laetitia Winery, US","453 Laetitia Vineyard Drive, Arroyo Grande, CA 93420, USA","[35.092218, -120.5361527]"
"Dopff & Irion Winery, France","1 Cour du ChÃ¢teau, 68340 Riquewihr, France","[48.1662821, 7.299018599999999]"
"Longoria Winery, US","415 E Chestnut Ave, Lompoc, CA 93436, USA","[34.642534, -120.453213]"
"Patz & Hall Winery, US","21200 8th St E, Sonoma, CA 95476, USA","[38.2641376, -122.4367431]"
"Marchesi di Barolo Winery, Italy","Via Roma, 1, 12060 Barolo CN, Italy","[44.6113824, 7.9405671]"
"Manuel Olivier Winery, France","Hameau de Corboin, 21700 Nuits-Saint-Georges, France","[47.169742, 4.919957]"
"Rex Hill Winery, US","30835 OR-99W, Newberg, OR 97132, USA","[45.3143194, -122.9197436]"
"Jean-Baptiste Adam Winery, France","5 Rue de l'Aigle, 68770 Ammerschwihr, France","[48.1265682, 7.283714199999999]"
"Tommasi Winery, Italy","Via Ronchetto, 4, 37029 Pedemonte di Valpolicella VR, Italy","[45.5051213, 10.9170147]"
":Nota Bene Winery, US","9320 15th Ave S, Unit CC, Seattle, WA 98108, United States","[47.51949200000001, -122.31262]"
"Keuka Spring Winery, US","243 Route 54, East Lake Rd, Penn Yan, NY 14527, United States","[42.6263804, -77.06741749999999]"
"Simonnet-Febvre Winery, France","9 Avenue d'Oberwesel, 89800 Chablis, France","[47.8160562, 3.8035063]"
"Adelaida Winery, US","5805 Adelaida Rd, Paso Robles, CA 93446, USA","[35.645236, -120.802497]"
"Renwood Winery, US","12225 Steiner Rd, Plymouth, CA 95669, USA","[38.5417521, -120.7950854]"
"Quinta da Lagoalva de Cima Winery, Portugal","Quinta da Romeira de Cima, 2670-678 Bucelas, Portugal","[38.903224, -9.082713]"
"Joseph Swan Vineyards, US","2916 Laguna Rd, Forestville, CA 95436, USA","[38.483276, -122.8493168]"
"Yalumba Winery, Australia","40 Eden Valley Rd, Angaston SA 5353, Australia","[-34.5131355, 139.0565116]"
"Efeste Winery, US","19730 144th Ave NE, Woodinville, WA 98072, United States","[47.7714517, -122.1457261]"
"Easton Winery, US","10501 US-36, Easton, MO 64443, USA","[39.7478374, -94.67160489999999]"
"Damiani Winery, US","4704 NY-414, Burdett, NY 14818, USA","[42.4614468, -76.8652378]"
"Robert Weil Winery, Germany","MÃ_hlberg 5, 65399 Kiedrich, Germany","[50.04105000000001, 8.08603]"
"Abbazia di Novacella Winery, Italy","Via Abbazia, 1, 39040 Novacella BZ, Italy","[46.7424747, 11.6488965]"
"Dunham Winery, US","150 E Boeing Ave, Walla Walla, WA 99362, USA","[46.089097, -118.2783669]"
"Markus Huber Winery, Austria","Weinriedenweg 13, 3134 Reichersdorf, Austria","[48.337472, 15.697274]"
"Canoe Ridge Winery, US","1102 W Cherry St, Walla Walla, WA 99362, USA","[46.0677542, -118.3568634]"
"Reichsgraf von Kesselstatt Winery, Germany","SchloÃŸ Marienlay, 54317 Morscheid, Germany","[49.7372054, 6.747362]"
"Carpineto Winery, Italy","SP 16 Chianti-Valdarno, 50022 Greve In Chianti FI, Italy","[43.595566, 11.385919]"
"Mark Ryan Winery, US","14475 Redmond-Woodinville Rd NE, Woodinville, WA 98072, USA","[47.732142, -122.1421609]"
"Cortes de Cima Winery, Portugal","7960-189 Vidigueira, Portugal","[38.161091, -7.72444]"
"Ponzi Winery, US","19500 SW Mountain Home Rd, Sherwood, OR 97140, USA","[45.38003399999999, -122.9357241]"
"Steininger Winery, Austria","WalterstraÃŸe 2, 3550 Langenlois, Austria","[48.4743692, 15.676354]"
"Domaine Faiveley Winery, France","8 Rue du Tribourg, 21700 Nuits-Saint-Georges, France","[47.135866, 4.946523]"
"Loimer Winery, Austria","Haindorfer VÃ¶gerlweg 23, 3550 Langenlois, Austria","[48.4820775, 15.6824926]"
"Flora Springs Winery, US","1978 West Zinfandel Ln, St Helena, CA 94574, USA","[38.476745, -122.455502]"
"Firestone Winery, US","5000 Zaca Station Rd, Los Olivos, CA 93441, USA","[34.7174757, -120.1372173]"
"Frank Family Winery, US","1091 Larkmead Ln, Calistoga, CA 94515, USA","[38.559106, -122.521703]"
"Quivira Winery, US","4900 W Dry Creek Rd, Healdsburg, CA 95448, USA","[38.65622500000001, -122.938042]"
"Boeckel Winery, France","2 Rue de la Montagne, 67140 Mittelbergheim, France","[48.3960993, 7.441579399999999]"
"Stephen Ross Winery, US","178 Suburban Rd, San Luis Obispo, CA 93401, USA","[35.2444276, -120.6703153]"
"Leonard Kreusch Winery, Germany","Martinerfeld 61, 54294 Trier, Germany","[49.75964, 6.6271]"
"Mumm Napa Winery, US","8445 Silverado Trail, Rutherford, CA 94558, USA","[38.47831530000001, -122.3937191]"
"Grgich Hills Winery, US","1829 St Helena Hwy, Rutherford, CA 94573, USA","[38.4653981, -122.4289932]"
"Viu Manent Winery, Chile","3130000, Carretera del vino km 37 Viu Manent, Santa Cruz, RegiÃ_n del Libertador Gral. Bernardo Oâ€™Higgins, Chile","[-34.6499872, -71.3086612]"
"Bonterra Winery, US","2350 McNab Ranch Rd, Ukiah, CA 95482, USA","[39.040203, -123.1852984]"
"Bodega Norton Winery, Argentina","Ruta Provincial 15 km 23, 5509 Perdriel - Lujan de Cuyo, Mendoza, Argentina","[-33.0884808, -68.8875281]"
"Sobon Estate Winery, US","14430 Shenandoah Rd, Plymouth, CA 95669, USA","[38.5325417, -120.7553983]"
"Donkey & Goat Winery, US","1340 Fifth Street, Berkeley, CA 94710, USA","[37.8781646, -122.3023903]"
"Korbel Winery, US","13250 River Rd, Guerneville, CA 95446, USA","[38.5078734, -122.9648055]"
"Wagner Winery, US","9322 NY-414, Lodi, NY 14860, USA","[42.5718516, -76.8593429]"
"Walla Walla Vintners Winery, US","225 Vineyard Ln, Walla Walla, WA 99362, USA","[46.088215, -118.20394]"
"Carlisle Winery, US","Carlisle Ave, Sacramento, CA, USA","[38.4689809, -121.3677215]"
"Cinnabar Winery, US","14612 Big Basin Way, Saratoga, CA 95070, USA","[37.255702, -122.036263]"
"Robert Hall Winery, US","3443 Mill Rd, Paso Robles, CA 93446, USA","[35.6438088, -120.6335171]"
"Sextant Winery, US","2324 CA-46, Paso Robles, CA 93446, USA","[35.572858, -120.738056]"
"Joseph Cattin Winery, France","35 Rue Roger FrÃ©meaux, 68420 VÅ“gtlinshoffen, France","[48.0224427, 7.284550800000001]"
"Herdade do Rocim Winery, Portugal","Estrada Nacional 387, 7940-909 Cuba, Portugal","[38.1974682, -7.8555207]"
"Sokol Blosser Winery, US","5000 NE Sokol Blosser Ln, Dayton, OR 97114, USA","[45.251758, -123.049982]"
"Geyser Peak Winery, US","2306 Magnolia Dr, Healdsburg, CA 95448, USA","[38.6045893, -122.8723053]"
"Schloss Gobelsburg Winery, Austria","Schloss Str. 16, 3550 Langenlois, Austria","[48.4609877, 15.6959582]"
"Salomon-Undhof Winery, Austria","UndstraÃŸe 10, 3500 Krems an der Donau, Austria","[48.406389, 15.589238]"
"Zuccardi Winery, Argentina","Ruta Prov 33 km 7,5, M5531 MaipÃº, Mendoza, Argentina","[-32.9700846, -68.5653305]"
"Michael David Winery, US","4580 CA-12, Lodi, CA 95242, USA","[38.1157607, -121.3721358]"
"Fiuza Winery, Portugal","Largo General Guerra nÂº2 2080-184 Almeirim, 2080-184 Almeirim, Portugal","[39.210002, -8.632420000000002]"
"Ferrari-Carano Winery, US","8761 Dry Creek Rd, Healdsburg, CA 95448, USA","[38.7113931, -122.9782966]"
"Peachy Canyon Winery, US","2025 Nacimiento Lake Dr, Paso Robles, CA 93446, USA","[35.6743107, -120.7309454]"
"Tablas Creek Winery, US","9339 Adelaida Rd, Paso Robles, CA 93446, USA","[35.63652800000001, -120.858921]"
"Atwater Winery, US","5055 NY-414, Burdett, NY 14818, USA","[42.47848210000001, -76.869326]"
"Mazzei Winery, Italy","Via Ottone III di Sassonia n. 5 Loc. Fonterutoli, 53011 Castellina in Chianti SI, Italy","[43.4356576, 11.3031238]"
"Ravoire et Fils Winery, France","Avenue de la Gare, 84360 Lauris, France","[43.7474173, 5.3086137]"
"Adega Cooperativa de Borba Winery, Portugal","Largo Gago Coutinho e Sacadura Cabral,, Borba, Portugal","[38.8064499, -7.463152699999999]"
"Sarah's Vineyard, US","4005 Hecker Pass Hwy, Gilroy, CA 95020, USA","[37.0137906, -121.64479]"
"Campolargo Winery, Portugal","bairro 3780, Estr. SÃ£o LourenÃ§o do Bairro 43, Portugal","[40.4480802, -8.4879654]"
"Emiliana Winery, Chile","Casablanca, Valparaiso Region, Chile","[-33.3647843, -71.312225]"
"Bodegas Valdemar Winery, Spain","Calle Camino Viejo LogroÃ±o, 24, 01320 Oion, Araba, Spain","[42.499207, -2.4400288]"
"Bogle Winery, US","37783 Co Rd 144, Clarksburg, CA 95612, USA","[38.38895780000001, -121.5414851]"
"Domaines Schlumberger Winery, France","3 Rue des Cours Populaires, 68500 Guebwiller, France","[47.91208899999999, 7.206303999999999]"
"San Simeon Winery, US","442 Slo San Simeon Rd, San Simeon, CA 93452, USA","[35.6436259, -121.1917238]"
"Tolosa Winery, US","4910 Edna Rd, San Luis Obispo, CA 93401, USA","[35.23116, -120.624744]"
"Rancho Sisquoc Winery, US","6600 Foxen Canyon Rd, Santa Maria, CA 93454, USA","[34.8403479, -120.2100259]"
"Chalk Hill Winery, US","10300 Chalk Hill Rd, Healdsburg, CA 95448, USA","[38.5682227, -122.7710031]"
"Salentein Winery, Argentina","Ruta 89 s/n, Los Arboles, Mendoza, Argentina","[-33.49410200000001, -69.24280499999999]"
"Henry Fessy Winery, France","644 Route de Bel air, 69220 Saint-Jean-d'ArdiÃ¨res, France","[46.121562, 4.6996097]"
"CVNE Winery, Spain","Barrio de la EstaciÃ_n, s/n, 26200 Haro, La Rioja, Spain","[42.581753, -2.848281]"
"Black Stallion Winery, US","4089 Silverado Trail, Napa, CA 94558, USA","[38.3594462, -122.291449]"
"Willm Winery, France","Chemin du Gaensbroennel, 67140 Barr, France","[48.4097672, 7.448133299999999]"
"Planeta Winery, Italy","SP79 Km 91, 92013 Contrada Passo di Gurra, Menfi AG, Italy","[37.60025, 12.922013]"
"Roche de Bellene Winery, France","39 Rue du Faubourg Saint-Nicolas, 21200 Beaune, France","[47.0292903, 4.8400977]"
"Woodward Canyon Winery, US","11920 US-12, Lowden, WA 99360, USA","[46.0564069, -118.5834968]"
"Pedroncelli Winery, US","1220 Canyon Rd, Geyserville, CA 95441, USA","[38.70559410000001, -122.9394884]"
"Valle dell'Acate Winery, Italy","Contrada Bidini, 97011 Acate RG, Italy","[37.053829, 14.522839]"
"Eberle Winery, US","3810 CA-46, Paso Robles, CA 93446, USA","[35.6498338, -120.6281877]"
"Caves Velhas Winery, Portugal",Portugal,"[39.39987199999999, -8.224454]"
"Chilcas Winery, Chile",Chile,"[-35.675147, -71.542969]"
"Terlato Winery, US","900 Armour Dr, Lake Bluff, IL 60044, USA","[42.2874059, -87.8526426]"
